,x,y,label
proven reserves,3.3894184,3.628619,-1
siphons,10.303924,4.1217427,32
tanks (containers),14.841185,4.965107,-1
thermosyphons,10.35067,3.988194,32
adsorbed natural gas,11.8743305,3.1028023,-1
annular channels,9.93405,4.821225,46
current energy,10.918075,5.3419156,46
natural gas storage system,14.09711,5.977533,-1
passive thermal control systems,10.547112,6.430461,46
real properties,10.50448,5.865528,46
reservoir design,9.779535,7.900245,46
sustainable energy,10.511542,6.0137024,46
compressed natural gas,1.3858306,-2.5943937,6
bottoming cycle systems,10.31416,5.0623927,46
coal industry,5.167017,4.91701,-1
compressibility of gases,13.286861,4.427656,-1
embedded systems,10.615353,6.388781,46
energy storage,7.3364954,-0.5672145,26
gas turbines,12.126619,9.99749,36
gases,7.783558,-2.8253253,1
heat pump systems,9.973778,4.290588,46
natural gasoline plants,6.8902397,2.7450914,16
phase change materials,10.365028,6.389365,46
testing,10.511676,6.3472805,46
thermoelectric power plants,10.600184,4.896896,-1
coal power stations,10.953877,5.2864523,46
gas turbine compressors,7.2306094,5.1196456,-1
heavy-duty gas turbines,12.085006,9.8806,36
natural gas fired combined cycle,11.013997,5.0270257,46
off-design performance,10.50758,6.029765,46
renewable energy penetrations,11.331779,5.2738147,46
sustainable power generation,11.36065,5.1856904,46
thermal power plants,10.758977,2.842544,46
drilling rigs,9.947992,4.169586,46
artificial life,4.733843,9.167467,-1
cements,10.301441,4.057944,32
compressive strength,10.090619,5.510506,46
concrete construction,9.957595,6.026197,46
concretes,10.334741,4.0694456,32
construction industry,9.93318,6.2413683,46
dredging,9.61626,5.118837,46
environmental impact,7.9942055,5.450548,46
environmental protection,11.649509,7.376763,-1
green manufacturing,10.928081,5.749605,46
greenhouse gases,16.068365,8.077031,22
life cycle,11.173847,-2.525116,-1
sustainable development,8.742288,11.859132,-1
thawing,10.293159,4.1212664,32
water absorption,10.348697,4.0795894,46
american society for testing and materials,10.116548,5.889448,46
astm specifications,10.387615,6.5912194,46
concrete masonry units,9.967162,5.961475,46
confined disposal facilities,10.085994,6.429824,46
environmental sustainability,9.024483,7.5671077,46
life cycle inventory,11.12752,-2.4997346,-1
sustainable manufacturing,8.769196,11.812263,-1
sustainable products,8.771569,11.794877,-1
brick,9.924819,5.9026446,46
binary alloys,10.078267,5.103262,46
compressed air,10.811658,8.313649,24
energy management,12.090969,6.1767964,46
gases,7.794269,-2.9573095,1
geology,9.146706,5.0565195,46
heating,6.3739457,3.58346,-1
offshore gas fields,13.838915,4.3295965,-1
offshore oil well production,9.315302,1.5040816,-1
offshore pipelines,9.735333,5.823512,46
domestic heating,6.438149,3.6123314,-1
domestic heating systems,9.897412,3.8060544,46
gas distribution network,9.877986,6.0277696,46
geological storage,12.825984,5.7087417,37
hydrogen energy storages,10.345018,4.0064173,46
hydrogen storage capacities,11.447448,1.1067839,-1
seasonal demands,10.236988,6.0435843,46
storage capacity,10.23498,6.4871726,46
hydrogen storage,11.4523115,1.1127958,-1
carbon storage,11.483561,1.114199,-1
compressed air,10.8092575,8.304643,24
demand analysis,10.611047,8.825393,46
energy storage,7.323722,-0.57784927,26
geological survey,9.520746,5.083492,46
heating,6.3738766,3.5834432,-1
hydrogen,8.7298765,4.425853,18
mapping method,10.686386,6.568517,46
united kingdom,5.34707,10.478183,-1
alternative fuels,11.075407,7.0645065,3
automobile manufacture,10.768731,13.641764,-1
automobiles,11.690003,4.959849,-1
carbon footprint,11.380246,0.90531653,-1
compressed natural gas,1.3172196,-2.411095,6
cost effectiveness,4.1656866,2.5704982,14
diesel engines,4.946089,-0.15531355,20
emission control,15.5927305,9.296803,-1
environmental management,10.422758,8.1064625,46
fossil fuels,8.327861,3.7324185,2
gases,7.78569,-2.8619096,1
life cycle,11.191709,-2.5466654,-1
supply chains,0.3611008,5.675052,-1
trucks,4.5887017,11.711194,-1
automotive manufacturers,10.749299,13.599632,-1
economic and environmental performance,9.288551,7.011969,46
economic condition,9.383016,7.021949,46
heavy duty vehicles,14.7987795,5.826638,-1
industrial flows,9.869936,6.548149,46
life cycle emissions,10.957389,-1.1317884,-1
microsimulation,10.257488,4.0163693,32
road transports,9.203622,7.0578756,46
natural gas vehicles,15.008178,11.766145,25
automobile industry,9.755194,6.664452,46
environmental economics,9.881174,14.294013,-1
natural gas,18.542536,12.6827,7
performance assessment,9.757328,11.24983,-1
pollution tax,9.741245,7.303926,46
supply chain management,7.219897,5.1620326,-1
transportation policy,9.079295,7.3171844,46
trucking,8.675242,8.671994,-1
france,10.167974,4.744196,46
compressed air,10.760537,8.293547,24
cryogenics,12.230052,5.1744943,-1
exergy,11.193731,7.3470764,-1
liquefaction,11.475708,8.044484,39
liquefied natural gas,11.371595,6.086568,15
phase change materials,10.361521,6.38647,46
solar collectors,14.02878,12.033665,31
storage (materials),10.540947,5.1575737,46
climatic conditions,9.575751,4.9804435,46
energy storage systems,10.927715,6.0842295,46
exergy destructions,11.197122,7.354059,-1
exergy efficiencies,11.973659,5.511888,-1
gas turbine power generation,11.096857,5.3019433,46
integrated structure,10.483329,6.628278,46
parabolic trough collectors,10.5122595,5.918949,46
process integration,10.307782,6.8770833,46
cryogenic energy storage,7.345339,-0.5536127,26
air pollution control equipment,11.653326,6.1156483,34
buses,13.817972,4.266019,-1
carbon dioxide,11.92559,2.6858616,0
diesel engines,4.9486213,-0.15784624,20
gas emissions,6.409833,-1.8292327,28
nitrogen oxides,11.164779,5.161476,10
roads and streets,8.97948,7.091461,46
traffic congestion,8.52453,6.8153276,46
compressed natural gasses (cng),-6.2009277,8.577257,29
congestion level,8.525933,6.8128705,46
emission measurement systems,9.214109,3.458132,43
emission model,9.091058,3.501868,43
"madrid , spain",10.172511,4.7324777,46
passenger loads,9.010159,7.0749116,46
real traffic conditions,9.7486,6.427004,46
vehicle specific power,9.861203,6.5358634,46
compressed natural gas,1.4597921,-2.53947,6
bus transport,8.81794,7.87937,46
diesel,13.090173,1.6949841,-1
emission,9.076707,3.5621133,43
fuel consumption,10.238912,8.125162,-1
methodology,9.87079,7.7107406,46
natural gas,18.556808,12.557711,7
traffic congestion,8.524009,6.8153677,46
urban transport,9.169451,6.632793,46
madrid [spain],10.289094,4.760749,46
spain,10.193516,4.69763,46
ammonia,3.5286963,6.453577,-1
carbon dioxide,11.893451,2.7262785,0
carbon footprint,11.380252,0.90530485,-1
cost effectiveness,4.165366,2.5690684,14
free energy,10.74147,7.020926,46
gas industry,12.117711,4.454243,11
hydrogen production,3.7191906,6.399706,-1
natural gas,18.560917,12.626557,7
natural gasoline plants,6.8806767,2.7350504,16
ammonia production,3.5292819,6.4534698,-1
autothermal reforming,9.377314,6.374642,35
economic advantages,9.303629,7.0653906,46
electricity prices,8.83945,6.866456,46
fertilizer industry,9.251064,4.787668,46
natural gas price,9.0960455,6.931663,46
process intensification,10.259396,6.5833526,46
techno-economics,11.463951,6.8134117,46
costs,5.5911503,8.834628,40
carbon dioxide,11.896636,2.725832,0
compressed air,10.753117,8.260922,24
digital storage,2.8688614,2.60258,-1
energy storage,7.302559,-0.60969007,26
petroleum reservoir evaluation,8.909174,6.521597,46
saline water,9.824373,4.7895055,46
sodium chloride,9.985828,4.89711,46
average absolute deviation,10.149207,6.3768783,46
concentrated brines,9.6459875,4.4896884,46
effect of temperature,9.776215,3.919438,46
engineering fields,9.96912,6.7610297,46
experimental methods,10.800273,6.88806,46
measurements and modeling,11.104474,7.232395,46
nacl concentration,10.457398,5.300443,46
optimized parameter,10.494656,6.658972,46
solubility,10.58486,5.229564,46
agricultural robots,9.720181,6.471526,46
agriculture,9.599725,6.371045,46
carbon dioxide,11.8712845,2.7435262,0
carbon dioxide process,11.875493,2.734112,0
conversion efficiency,8.229747,7.126083,46
green manufacturing,10.930946,5.7488227,46
lithium bromide,10.908333,5.8738647,-1
natural gasoline plants,6.8801103,2.734459,16
refrigeration,11.206376,3.6230698,46
solar power plants,11.164909,5.7309327,46
thermoelectric power plants,10.600189,4.89688,-1
agricultural industries,9.647719,6.347901,46
environmentally-friendly technology,9.776976,5.6692343,46
heat pumps,9.963427,4.3273816,46
oil industries,9.491948,4.343366,46
poly-generation,10.499651,5.719942,46
power units,10.909885,4.955331,46
product processing,10.373514,6.710308,46
thermal power plants,10.7992935,2.8847907,46
petroleum industry,9.23664,4.7732024,46
bioethanol,1.6218587,4.5092015,12
catalysis,10.391667,5.5101395,46
climate change,11.636277,-0.40687802,-1
compressed natural gas,1.4454445,-2.549354,6
cost effectiveness,4.1661606,2.5696385,14
electric automobiles,11.759125,5.517932,46
electric energy storage,14.934474,15.777125,-1
ethanol,7.403031,8.585397,8
ethanol fuels,7.471142,8.441722,8
gasoline,8.906287,5.6285415,4
hydrogen storage,11.45245,1.1132617,-1
natural gasoline plants,6.853261,2.70772,16
carbon pollution,7.448136,1.853014,-1
catalytic materials,10.207438,5.43637,46
cost effective,10.26725,7.0818925,46
ethanol-blended gasoline,7.481034,8.3966,8
personal vehicles,6.3630157,9.6755295,41
sorbent materials,10.165094,5.5265226,46
sustainable energy,10.512632,6.0130963,46
transportation fuels,10.618176,3.24833,-1
hydrogen fuels,7.1728544,-2.2901423,-1
costs,5.60344,8.808469,40
gases,7.8143334,-2.8526773,1
investments,19.30801,9.955592,-1
natural gasoline plants,6.877158,2.7318096,16
risk analysis,10.497899,7.851284,46
risk assessment,10.454948,7.8063354,46
design/methodology/approach,9.867688,7.7380514,46
financial risk factors,10.377952,7.718716,46
government supports,9.744314,7.3465567,46
long-term strategy,10.334144,6.1349845,46
mitigation strategy,9.705532,7.317596,46
natural gas growth,18.252821,12.226638,7
performance frameworks,9.751866,11.202517,-1
proactive measures,9.692606,7.366392,46
risk management,10.299877,7.5342045,46
air intakes,10.279624,6.2088323,34
automobile engine manifolds,8.567232,10.477798,-1
engine cylinders,8.145454,-3.490507,-1
gasoline,8.8573,5.6688194,4
ignition,10.986387,1.1807508,30
mixtures,11.974177,5.512508,-1
stability,10.071986,6.3062024,46
thermoelectric power,10.600327,4.896826,-1
timing circuits,10.537747,6.3459864,46
air fuel mixture formation,9.593873,4.658987,46
closed-loop engine control systems,10.509729,6.429197,46
combustion instabilities,13.814389,7.4429717,38
compressed natural gasses (cng),-6.1558785,8.573781,29
homogeneous air-fuel mixtures,9.600459,4.626005,46
indicated mean effective pressure,9.917449,5.815587,46
single-cylinder spark-ignition,9.651241,6.0647025,-1
volumetric efficiency,10.7899885,5.568743,46
compressed natural gas,1.3565977,-2.4917655,6
compressed natural gas,1.4103352,-2.538721,6
cost benefit analysis,15.662178,2.66155,-1
cost effectiveness,4.1654663,2.5687554,14
costs,5.5829988,8.83942,40
diesel engines,4.9376445,-0.15943965,20
electric utilities,14.944873,15.711817,-1
fuel cells,14.626009,13.101941,-1
gas emissions,6.391428,-1.8913579,28
greenhouse gases,16.109894,8.096719,22
investments,19.329752,9.931777,-1
powertrains,12.945092,3.4329987,-1
tractors (agricultural),10.517906,0.99002016,-1
tractors (truck),10.517912,0.9900174,-1
comprehensive analysis,10.582924,7.3031974,46
compressed natural gasses (cng),-6.2260094,8.642858,29
cost-effective solutions,10.154565,7.272719,46
electric power trains,11.584193,4.322198,46
parallel hybrid vehicle,9.400158,13.238174,-1
powertrain configuration,10.45299,6.4171376,46
regulatory requirements,10.073336,7.127101,46
vehicle configuration,9.834414,6.6171193,46
secondary batteries,10.97203,5.9421644,-1
compressed air,10.723618,8.245827,24
compressed air energy storage,17.17912,4.944613,9
compressed natural gas,1.2558556,-2.5908418,6
economic analysis,10.570775,8.81124,46
electric energy storage,14.93209,15.771461,-1
exergy,11.193456,7.3463526,-1
heat storage,13.530033,5.6058517,-1
integrated control,10.58992,6.508057,46
pressure vessels,4.1229234,0.8912022,23
solar power generation,13.830986,11.80301,31
thermoelectric energy conversion,2.8868804,7.241879,-1
thermoelectric equipment,10.601437,4.8963737,-1
energy and exergy efficiency,11.068966,7.177814,-1
exergy destructions,11.19718,7.3541093,-1
gas-turbine units,12.083922,9.88443,36
high temperature molten salts,9.724815,3.866313,46
integrated systems,10.631784,6.364342,46
levelized cost of electricities,7.677173,5.9725037,-1
liquefied natural gas (lng),2.0668094,1.9688555,12
thermoelectric generators,10.601221,4.89646,-1
liquefied natural gas,11.387309,6.095664,15
cellular telephones,10.111927,5.269273,46
compressed air,10.820853,8.324714,24
compressed natural gas,1.3580011,-2.4853485,6
computer programming languages,10.700637,7.3502545,46
correlation methods,10.773669,6.895552,46
costs,5.5893683,8.833269,40
energy dissipation,10.805447,3.6000216,46
inspection,10.463167,5.7922897,46
leak detection,10.496191,5.9679093,46
mobile robots,10.049065,6.678617,46
natural gas deposits,-2.1406648,4.8462067,-1
natural gas transportation,10.339163,6.876918,17
petroleum transportation,9.9011755,6.20247,-1
pipelines,8.933555,5.082671,46
reciprocating compressors,10.962217,2.016493,-1
cross-correlation analysis,10.6602125,7.656592,46
environmental sounds,8.111834,5.5487523,46
lab-view softwares,10.553992,7.510354,46
manufacturing process,10.032214,6.758884,46
mobile robot platforms,10.083095,6.6976767,46
monitoring platform,10.387419,6.4136186,46
pipeline leakage detection,10.452832,5.9263153,46
real-time detection,10.303568,6.345033,46
robot applications,9.999009,6.7816787,46
coal industry,5.2013297,4.956837,-1
coal storage,12.790461,5.643069,37
compressed air,10.756427,8.42689,24
electric power transmission networks,12.551987,6.153444,-1
fossil fuels,8.302295,3.7417355,2
heat storage,13.530161,5.606116,-1
pumped storage power plants,11.095072,5.5713234,46
bio-mass energy,10.2012,5.522149,46
compressed air energy storages (caes),9.912871,3.818204,-1
concentrated solar power,14.0599,12.142543,31
electrochemical batteries,11.038552,6.059615,-1
national grid,10.776788,5.7643356,46
solar and winds,13.852547,11.819543,31
solar electricity,14.0883665,12.091379,31
electric energy storage,14.931232,15.787598,-1
carbon dioxide,11.858359,2.7527635,0
compressed air,10.720751,8.233825,24
compressed natural gas,1.2480986,-2.4688394,6
cost benefit analysis,15.661062,2.66255,-1
desalination,9.6234,5.1010118,46
economic analysis,10.586382,8.839726,46
energy utilization,7.601472,1.8545253,5
exergy,11.193722,7.3496447,-1
gases,7.7714896,-2.880745,1
global warming,5.133658,1.6687677,14
hybrid systems,11.179015,6.167364,46
investments,19.329107,9.938753,-1
natural gasoline plants,6.8771234,2.7309678,16
rankine cycle,7.874719,4.5765,-1
recovery,5.803618,14.092342,-1
refrigeration,11.202865,3.6253345,46
turboexpanders,10.415966,4.124053,32
waste heat,9.087879,1.5554318,-1
waste incineration,9.178086,5.9501514,46
water,9.78235,4.776786,46
economic evaluations,9.351215,7.175343,46
electrical efficiency,11.105073,4.9054084,46
environmental pollutions,8.941081,2.402292,43
integrated structure,10.475892,6.626647,46
power generation cycles,10.798512,3.1107638,46
power generation plants,11.180235,5.630664,46
refrigeration cycles,11.053051,3.7807467,46
thermal desalination,9.864674,4.8815084,-1
costs,5.575238,8.830402,40
alcohol fuels,6.040091,-3.6727304,-1
biodiesel,-2.5940647,5.845367,-1
carbon monoxide,11.791375,-10.572544,-1
combustion,13.91644,7.371189,38
diesel engines,4.9186773,-0.15363128,20
direct injection,10.947046,5.2583895,44
dual fuel engines,3.7670364,-2.521458,-1
economic and social effects,8.374992,7.413105,46
fuel additives,9.5894,4.6211805,46
petroleum additives,9.263777,4.7296405,46
pollution,8.79433,2.2276542,43
smoke,14.465369,4.689044,-1
compressed natural gasses (cng),-6.1982102,8.587041,29
direct injection diesel engines,10.64917,4.96758,44
dual-fuel operation,10.645985,6.3051715,46
performance and emissions,13.677818,11.719946,-1
performance characteristics,9.416612,8.572951,46
pilot operations,8.6762495,8.663664,-1
pollutant emission,9.47148,4.9668064,-1
single cylinders,9.9084,5.096685,46
compressed natural gas,1.2420938,-2.4915557,6
biofuels,1.6217774,4.509299,12
combustion,13.821828,7.3141646,38
diesel engines,4.951394,-0.17259562,20
electric power transmission networks,12.551803,6.1535025,-1
fossil fuel power plants,12.347127,1.468092,-1
fossil fuels,8.310206,3.7352793,2
greenhouse gases,16.101982,8.108433,22
hydrogen production,3.720285,6.4001594,-1
life cycle,11.17097,-2.5086372,-1
natural gasoline plants,6.8808565,2.7350256,16
